PAYMENT_ID,ID_GINR_REQUEST,ID_CHANGE_REQUEST,TRANS_ID,PAYMENT_STATUS,FAILURE_ROOT_CAUSE,ACCOUNT_TYPE,ACCOUNT_NUMBER,TOTAL_AMOUNT,SS_FEE,FIS_FEE,ANALYSIS_FEE,AUTHORIZATION,DATE_PAID,PAYER_NAME,CITY,STATE,PRIOR_ATTEMPTS_SAME_REQUEST,TOTAL_FAILURES_SAME_CARD,GINR_REQUEST_ID,PROJECT_NAME,ID_APPLICATION_STATUS,ID_PROJECT_TYPE,ID_FUEL_TYPE,ID_APPLICATION_SIZE,MAX_GEN_MW,POI_VOLTAGE,SUBMIT_DATE,FIS_FEE_PAID,SS_FEE_PAID,ANALYSIS_FEE_PAID,DAYS_SUBMIT_TO_PAY,CHANGE_REQUEST_TYPE,ERCOT_ACCEPTED,ERCOT_COMMENT
15974,12209,973,75746535308,SUCCESS,AUTHORIZED,AmericanExpress,XXXX3930,12197.03,2972.6,1752.59,7471.84,5UC6SH,04-Jun-26 12.00.00 AM,Kathleen Hodge,Houston,UT,5,14,15222,SolarEdge,SUB,NS,SOL,MD,83.4,138,06-Apr-26,0,0,1,59,Capacity Update,,
15975,17547,377,89529392505,FAILED,INVALID_ACCOUNT,AmericanExpress,XXXX5917,26850.23,14900.74,4249.95,7699.54,UPQ9DF,10-Mar-26 12.00.00 AM,Shane Nelson,Seattle,CA,3,10,10829,Claire BESS,SUB,NS,BIO,SM,495.0,345,12-Jan-26,0,1,0,57,Ownership Change,,Bank verification pending
15976,19656,544,73756811485,SUCCESS,AUTHORIZED,eCheck,XXXX7729,35657.86,19651.66,4542.08,11464.12,JPWH1B,26-Feb-26 12.00.00 AM,Debra Lopez,Miami,TX,5,17,13050,WindFlow,PLN,UPG,BAT,MD,170.38,115,26-Feb-26,1,0,0,0,Ownership Change,,ERCOT accepted
15977,12122,721,80913629527,FAILED,INVALID_ACCOUNT,Discover,XXXX7757,24303.16,5386.54,2448.82,16467.8,B8BLHQ,25-Jan-23 12.00.00 AM,Mary White,Seattle,CO,1,17,11857,EnergyPlus,PLN,NS,BIO,MD,89.99,115,13-Jan-23,1,1,1,12,,,Payment processed successfully
15978,9961,,40589717791,SUCCESS,AUTHORIZED,Discover,XXXX7860,43181.82,13924.4,5583.55,23673.87,840A5B,26-Jun-24 12.00.00 AM,William Meyers,Miami,AZ,5,17,10298,ERCOT Solar,APR,UPG,SOL,MD,10.69,138,07-May-24,0,1,1,50,Voltage Change,,ERCOT accepted
15979,13498,225,50004734746,SUCCESS,AUTHORIZED,AmericanExpress,XXXX6281,6044.61,2041.06,836.98,3166.57,V16O9N,06-Jan-26 12.00.00 AM,Hannah Stanton,Dallas,NY,1,9,17147,GreenGrid,SUB,UPG,WND,SM,305.9,345,02-Jan-26,1,1,1,4,Ownership Change,Y,
15980,10236,349,73852523646,SUCCESS,AUTHORIZED,Discover,XXXX9985,34947.04,11584.0,11957.41,11405.63,RUIWAY,20-Apr-25 12.00.00 AM,Benjamin Allen,Seattle,AZ,1,10,12931,BatteryMax,PLN,UPG,WND,SM,289.52,345,27-Feb-25,1,0,1,52,,,
15981,12767,,56590644883,FAILED,BANK_DECLINED,AmericanExpress,XXXX7458,25171.04,14665.52,4414.8,6090.72,35DEN7,25-Oct-23 12.00.00 AM,Richard Gibson,Chicago,GA,3,20,9615,WindFlow,SUB,NS,WND,LG,150.34,138,03-Sep-23,1,1,1,52,,,Payment processed successfully
15982,19850,,80606902480,FAILED,INSUFFICIENT_FUNDS,AmericanExpress,XXXX3926,4955.43,1246.62,1920.08,1788.73,Q7Y0N2,29-Dec-23 12.00.00 AM,Alicia Smith,Houston,CA,5,14,18136,ERCOT Solar,SUB,NS,BAT,MD,5.78,230,13-Nov-23,0,0,0,46,,N,Payment processed successfully
15983,9145,,55430566721,FAILED,NETWORK_TIMEOUT,eCheck,XXXX2466,8778.59,1953.19,3245.1,3580.3,0O782T,10-Feb-24 12.00.00 AM,Megan Carter,Moab,GA,1,6,19522,PowerSync,PLN,NS,WND,SM,170.81,69,01-Jan-24,0,1,0,40,Ownership Change,,Bank verification pending
15984,10054,335,74433476992,SUCCESS,AUTHORIZED,Discover,XXXX7808,18956.26,3793.01,9037.39,6125.86,ALCZ94,16-Jan-26 12.00.00 AM,Robert Potts,Moab,GA,0,18,14769,PowerSync,PLN,NS,BAT,LG,9.21,115,02-Dec-25,1,1,1,45,Capacity Update,,Bank verification pending
15985,19428,,67857201235,SUCCESS,AUTHORIZED,eCheck,XXXX1337,22926.41,4776.49,8782.95,9366.97,WD8DCA,10-Nov-25 12.00.00 AM,Kevin Allen,Seattle,CO,3,15,18134,SolarEdge,APR,NS,BAT,MD,420.95,69,10-Nov-25,1,1,0,0,,,Payment processed successfully
15986,14249,,48742080254,FAILED,NETWORK_TIMEOUT,AmericanExpress,XXXX5485,7100.73,3662.45,2434.69,1003.59,EBEIQ4,11-Mar-23 12.00.00 AM,Patrick Potter,Miami,IL,1,8,13546,PowerSync,SUB,NS,SOL,MD,385.62,115,26-Jan-23,1,0,0,44,,Y,Bank verification pending
15987,14401,486,44031008088,SUCCESS,AUTHORIZED,eCheck,XXXX4042,9303.45,3131.25,1408.28,4763.92,UB0QDL,27-Nov-24 12.00.00 AM,Seth Thomas,Chicago,TX,5,14,17160,ERCOT Solar,APR,NS,WND,SM,397.72,230,23-Nov-24,1,0,1,4,Capacity Update,Y,Retry required
15988,18077,,45742121838,SUCCESS,AUTHORIZED,eCheck,XXXX3887,9345.64,3998.54,4185.54,1161.56,3BJNQO,24-Jan-25 12.00.00 AM,Joe Taylor,Austin,CA,1,13,11862,WindFlow,SUB,NS,BAT,SM,458.51,345,21-Dec-24,0,0,0,34,Ownership Change,,
15989,11580,655,48390902369,SUCCESS,AUTHORIZED,AmericanExpress,XXXX8401,10799.62,4315.31,2690.66,3793.65,KSDY9T,16-Sep-24 12.00.00 AM,Amy Allen,Houston,CA,0,11,13522,WindFlow,SUB,UPG,BIO,SM,438.27,345,25-Jul-24,1,1,1,53,Ownership Change,,
15990,18744,680,41978370348,SUCCESS,AUTHORIZED,Discover,XXXX6331,2073.9,689.53,301.15,1083.22,54L5MV,05-Nov-25 12.00.00 AM,Joseph Gardner,Austin,TX,1,1,9989,EnergyPlus,SUB,UPG,BIO,SM,46.8,115,03-Nov-25,1,1,1,2,Voltage Change,,Bank verification pending
15991,11599,329,69118657482,SUCCESS,AUTHORIZED,AmericanExpress,XXXX7756,22546.26,9486.15,10420.96,2639.15,M1T1K9,02-Jan-24 12.00.00 AM,Cheryl Turner,Houston,NY,2,5,18840,WindFlow,APR,UPG,BAT,LG,162.51,230,16-Dec-23,1,1,1,17,Voltage Change,N,Retry required
15992,12513,686,42676476124,SUCCESS,AUTHORIZED,Visa,XXXX9213,20459.52,8502.8,9043.83,2912.89,GXZGCP,08-Aug-24 12.00.00 AM,Luis Baldwin,Miami,NY,4,11,10233,ERCOT Solar,APR,NS,BAT,SM,4.56,138,19-Jun-24,0,1,0,50,Ownership Change,N,ERCOT accepted
15993,18768,123,58382448405,SUCCESS,AUTHORIZED,AmericanExpress,XXXX6444,2413.43,609.37,1089.26,714.8,6B0SVX,19-Nov-24 12.00.00 AM,Maxwell Hodge,Dallas,GA,0,3,12975,ERCOT Solar,PLN,NS,BIO,MD,388.32,138,11-Oct-24,1,0,0,39,,N,
15994,17499,,86065870467,SUCCESS,AUTHORIZED,Discover,XXXX9983,21915.23,8136.53,8918.44,4860.26,L960IZ,10-May-25 12.00.00 AM,Courtney Moore,Moab,FL,1,5,12187,EnergyPlus,SUB,UPG,SOL,LG,383.96,138,11-Mar-25,1,1,1,60,Voltage Change,,Bank verification pending
15995,16436,687,42544986278,FAILED,BANK_DECLINED,Discover,XXXX2309,41408.57,24575.01,5231.13,11602.43,5YH2U7,22-May-24 12.00.00 AM,Jeremy Hawkins,Austin,GA,5,2,13490,EnergyPlus,APR,NS,SOL,LG,109.14,69,06-Apr-24,0,0,0,46,Ownership Change,,Payment processed successfully
15996,17921,,69864769457,FAILED,ECHECK_NOT_SUPPORTED,Discover,XXXX5228,15567.46,8494.99,2245.3,4827.17,FIIWZ0,16-Jun-23 12.00.00 AM,Sandra Oconnor,Miami,TX,1,7,18090,SolarEdge,APR,UPG,WND,SM,350.04,115,18-Apr-23,0,1,1,59,Voltage Change,N,
15997,10599,882,60364382349,FAILED,ECHECK_NOT_SUPPORTED,Discover,XXXX9775,16109.45,6372.3,5987.01,3750.14,TOQ3A2,09-Aug-25 12.00.00 AM,Bill Briggs,Miami,UT,4,14,15205,ERCOT Solar,APR,UPG,BIO,MD,290.61,230,25-Jun-25,1,0,0,45,Ownership Change,,Payment processed successfully
15998,15880,944,74708672986,FAILED,BANK_DECLINED,MasterCard,XXXX4780,7489.81,3762.74,2476.89,1250.18,E4ZHJA,02-Aug-25 12.00.00 AM,Stephanie Romero,Moab,CO,4,20,14933,SolarEdge,SUB,NS,SOL,SM,320.37,345,17-Jun-25,0,1,1,46,,N,Bank verification pending
15999,11332,688,60991281326,SUCCESS,AUTHORIZED,MasterCard,XXXX5654,41202.37,14683.03,16523.41,9995.93,LD0NZ7,21-May-24 12.00.00 AM,Veronica Payne,Houston,IL,4,2,11046,SolarEdge,APR,NS,BAT,MD,385.86,345,11-May-24,1,1,0,10,Voltage Change,Y,Payment processed successfully
16000,15633,,72287713925,SUCCESS,AUTHORIZED,eCheck,XXXX9959,47119.13,15317.74,9709.4,22091.99,04OYM8,19-Jan-26 12.00.00 AM,Philip Stewart,Dallas,NY,4,2,9693,EnergyPlus,APR,UPG,BIO,LG,403.44,115,18-Jan-26,0,1,1,1,Ownership Change,N,
16001,11896,,47711303905,SUCCESS,AUTHORIZED,AmericanExpress,XXXX5613,9281.62,2186.45,3288.98,3806.19,LUUN5M,17-Nov-25 12.00.00 AM,Jeffrey Reyes,Chicago,GA,3,10,17613,EnergyPlus,APR,UPG,SOL,LG,386.44,138,05-Nov-25,1,0,1,12,Ownership Change,,Retry required
16002,18962,,64429838902,SUCCESS,AUTHORIZED,Visa,XXXX6982,40997.28,8210.53,5238.11,27548.64,HH2B7X,06-May-23 12.00.00 AM,Rachel Kaufman,Chicago,WA,5,7,12800,PowerSync,PLN,NS,BIO,LG,456.8,345,28-Mar-23,1,0,0,39,Capacity Update,N,ERCOT accepted
16003,17203,258,42872319483,SUCCESS,AUTHORIZED,Discover,XXXX4444,1404.7,622.99,644.63,137.08,23H0ZJ,08-Feb-23 12.00.00 AM,Julie May,Houston,AZ,0,2,17724,PowerSync,APR,UPG,SOL,SM,244.81,345,04-Feb-23,1,1,0,4,Capacity Update,,
16004,15796,,67129673766,SUCCESS,AUTHORIZED,eCheck,XXXX3869,5161.08,2328.88,2253.67,578.53,F9XVB6,03-Dec-25 12.00.00 AM,Jonathan Hall,Austin,CO,4,14,14983,PowerSync,APR,NS,WND,LG,474.76,345,31-Oct-25,0,0,1,33,Voltage Change,N,ERCOT accepted
16005,14973,,76040024020,FAILED,BANK_DECLINED,Visa,XXXX5867,20410.78,8909.86,6953.8,4547.12,KE0FGC,07-Mar-24 12.00.00 AM,Kristen Harper,Seattle,AZ,0,19,13735,SolarEdge,PLN,UPG,SOL,SM,415.04,230,14-Jan-24,0,1,1,53,Capacity Update,Y,Payment processed successfully
16006,13508,,77671377818,SUCCESS,AUTHORIZED,AmericanExpress,XXXX7332,25393.7,13961.72,10720.63,711.35,3RPBZH,18-Feb-23 12.00.00 AM,Gary Smith,Dallas,AZ,5,8,15165,SolarEdge,APR,UPG,BAT,MD,169.18,230,15-Jan-23,0,1,1,34,Voltage Change,N,
16007,14105,189,64070058691,FAILED,NETWORK_TIMEOUT,MasterCard,XXXX4182,28830.57,9723.83,6021.76,13084.98,2UAOU9,08-Oct-25 12.00.00 AM,George Massey,Miami,NY,4,12,16213,PowerSync,SUB,UPG,BIO,MD,174.26,138,25-Sep-25,1,1,1,13,Capacity Update,Y,
16008,15722,640,66624978128,FAILED,INVALID_ACCOUNT,eCheck,XXXX2277,40184.01,16832.04,18737.58,4614.39,1H40NI,16-Mar-23 12.00.00 AM,Ashley White,Seattle,NY,2,17,18374,WindFlow,APR,NS,WND,MD,287.35,138,19-Jan-23,0,0,1,56,,,Bank verification pending
16009,10463,,86844483862,SUCCESS,AUTHORIZED,MasterCard,XXXX5335,18728.43,9466.98,4842.33,4419.12,2I3FVF,11-Aug-25 12.00.00 AM,Cassandra Johnson,Chicago,FL,0,9,9329,WindFlow,PLN,UPG,BAT,MD,457.72,138,18-Jun-25,0,0,1,54,,,ERCOT accepted
16010,11606,474,59580830262,SUCCESS,AUTHORIZED,MasterCard,XXXX2988,13478.92,7623.57,2765.1,3090.25,M3R77Z,12-Feb-23 12.00.00 AM,Kimberly Payne,Dallas,NY,4,11,19207,WindFlow,APR,NS,WND,MD,96.68,115,11-Feb-23,1,0,1,1,Capacity Update,,Retry required
16011,17082,395,55384336635,FAILED,INSUFFICIENT_FUNDS,MasterCard,XXXX2721,6484.36,2249.74,2816.62,1418.0,73LUKI,13-Feb-24 12.00.00 AM,Julie Paul,Denver,CO,3,14,13730,ERCOT Solar,APR,UPG,SOL,LG,353.41,138,04-Feb-24,1,1,1,9,Ownership Change,,Retry required
16012,14703,337,47781413580,FAILED,BANK_DECLINED,eCheck,XXXX3515,39282.81,12234.02,7464.23,19584.56,GZJ0XL,25-Jun-24 12.00.00 AM,Cynthia Edwards,Chicago,TX,2,19,9868,BatteryMax,SUB,UPG,BAT,MD,442.45,230,12-May-24,0,0,0,44,,N,Bank verification pending
16013,16507,526,52672397280,SUCCESS,AUTHORIZED,Discover,XXXX2573,24256.82,8673.73,11282.17,4300.92,J6LSD2,04-Oct-24 12.00.00 AM,Justin Clark,Denver,TX,2,6,16235,GreenGrid,PLN,NS,BAT,SM,424.3,69,21-Sep-24,0,0,1,13,Voltage Change,Y,Payment processed successfully
16014,9483,,54573206039,SUCCESS,AUTHORIZED,MasterCard,XXXX4366,30850.87,17453.9,14083.93,-686.96,BA65NN,29-Apr-25 12.00.00 AM,Jessica Dougherty,Dallas,NY,1,11,9958,Claire BESS,PLN,NS,WND,MD,149.54,69,13-Mar-25,0,1,1,47,Voltage Change,Y,Retry required
16015,10812,,66884158899,FAILED,ECHECK_NOT_SUPPORTED,Discover,XXXX8252,6305.11,1704.56,2606.33,1994.22,02XK34,06-Aug-24 12.00.00 AM,Taylor Henry,Miami,TX,2,7,15569,BatteryMax,APR,UPG,BIO,SM,102.36,138,29-Jun-24,0,1,1,38,Ownership Change,,Retry required
16016,16060,,70956342514,SUCCESS,AUTHORIZED,eCheck,XXXX5061,14577.08,6757.36,3687.29,4132.43,9XUZDW,05-Oct-24 12.00.00 AM,Tyler Adams,Seattle,WA,1,15,9732,SolarEdge,APR,NS,BIO,MD,425.13,115,19-Sep-24,0,1,0,16,Capacity Update,,
16017,16711,,81747751687,SUCCESS,AUTHORIZED,eCheck,XXXX8653,7756.49,2407.77,2242.29,3106.43,HRXC8Z,08-Sep-25 12.00.00 AM,Kelly Kelly,Denver,CA,3,5,12844,BatteryMax,PLN,UPG,BIO,MD,327.77,230,04-Aug-25,1,0,0,35,Voltage Change,N,ERCOT accepted
16018,19930,408,61642869158,FAILED,ECHECK_NOT_SUPPORTED,MasterCard,XXXX9665,48627.44,20024.73,18832.25,9770.46,LM61GZ,10-May-25 12.00.00 AM,Allison Brown,Dallas,CA,0,10,17914,GreenGrid,SUB,NS,BAT,MD,439.0,69,08-May-25,1,0,0,2,Capacity Update,N,ERCOT accepted
16019,16419,,54311355282,SUCCESS,AUTHORIZED,Discover,XXXX9293,33885.97,10847.85,4270.58,18767.54,U39V8N,31-Jul-23 12.00.00 AM,Eric Russo,Dallas,GA,2,13,14104,Claire BESS,SUB,UPG,SOL,SM,492.77,345,24-Jun-23,0,0,0,37,Capacity Update,Y,Bank verification pending
16020,13038,,84488561047,SUCCESS,AUTHORIZED,Discover,XXXX2205,17268.49,8290.69,3497.6,5480.2,ET3RSO,26-Jan-25 12.00.00 AM,Lynn Lopez,Houston,GA,5,11,16525,Claire BESS,PLN,UPG,BIO,LG,454.99,230,01-Dec-24,1,1,0,56,Ownership Change,,Payment processed successfully
16021,13758,,63359528744,FAILED,INSUFFICIENT_FUNDS,Discover,XXXX9812,36909.66,10949.13,4952.93,21007.6,B3IFX0,16-Aug-23 12.00.00 AM,Kathy Combs,Houston,WA,3,7,9480,Claire BESS,PLN,NS,BIO,LG,403.3,345,07-Aug-23,0,0,0,9,Ownership Change,Y,Payment processed successfully
16022,18136,688,61108646234,SUCCESS,AUTHORIZED,Discover,XXXX5908,38636.2,10335.45,14357.45,13943.3,DXNFIV,24-Jun-25 12.00.00 AM,David Richards,Denver,CA,0,19,12308,Claire BESS,SUB,NS,SOL,SM,348.99,230,08-Jun-25,1,1,0,16,Capacity Update,,Payment processed successfully
16023,10678,580,87428821586,FAILED,BANK_DECLINED,Visa,XXXX3731,3768.97,1940.46,1736.42,92.09,8DJVBX,23-Jun-24 12.00.00 AM,Kristy Smith,Chicago,AZ,1,7,14897,SolarEdge,APR,NS,SOL,SM,66.33,115,05-Jun-24,0,0,0,18,Voltage Change,,ERCOT accepted
16024,11496,961,89629420610,SUCCESS,AUTHORIZED,Visa,XXXX7970,25074.14,8486.43,3564.14,13023.57,65PWL1,25-Mar-23 12.00.00 AM,Erin Williams,Austin,IL,5,8,10142,SolarEdge,SUB,UPG,SOL,LG,121.56,230,15-Feb-23,0,0,0,38,Capacity Update,,ERCOT accepted
16025,11434,878,52676173075,SUCCESS,AUTHORIZED,Visa,XXXX4914,20605.78,5347.29,8704.55,6553.94,JT920Z,22-Aug-24 12.00.00 AM,Edward Johnson,Denver,IL,4,15,13330,SolarEdge,APR,NS,BAT,SM,332.21,69,06-Jul-24,0,1,0,47,Capacity Update,N,Retry required
16026,9869,130,60982767246,SUCCESS,AUTHORIZED,eCheck,XXXX7437,5076.37,2865.81,2324.36,-113.8,TX2CFN,27-Jan-25 12.00.00 AM,Brandon Armstrong,Moab,CO,3,18,15730,Claire BESS,PLN,UPG,BAT,MD,225.22,345,19-Jan-25,1,1,0,8,Capacity Update,Y,Bank verification pending
16027,16362,,62201007034,SUCCESS,AUTHORIZED,MasterCard,XXXX3093,32624.26,15190.71,9231.97,8201.58,9NM8DQ,26-Mar-26 12.00.00 AM,Mark Hamilton,Moab,CO,2,17,16268,BatteryMax,PLN,NS,BAT,SM,387.64,230,02-Mar-26,1,0,0,24,Ownership Change,Y,Payment processed successfully
16028,17698,,78806257976,SUCCESS,AUTHORIZED,MasterCard,XXXX3026,47101.59,9562.46,8129.53,29409.6,3OSSDU,17-May-25 12.00.00 AM,Amber Terry,Chicago,TX,3,11,15618,WindFlow,APR,NS,SOL,LG,46.1,138,16-Apr-25,0,0,0,31,Capacity Update,N,ERCOT accepted
16029,18031,388,55245144701,SUCCESS,AUTHORIZED,AmericanExpress,XXXX2534,10895.69,3696.34,5243.13,1956.22,OS0YJV,27-Jun-25 12.00.00 AM,Andrew Williams,Chicago,WA,2,1,14523,PowerSync,APR,UPG,SOL,LG,387.71,138,11-Jun-25,0,1,0,16,,N,Retry required
16030,15080,982,85773549546,FAILED,INVALID_ACCOUNT,eCheck,XXXX7543,32878.83,9778.68,12852.68,10247.47,P6WPHT,30-Oct-23 12.00.00 AM,Sheila Stevens,Houston,IL,1,16,14684,WindFlow,APR,UPG,BIO,MD,404.44,230,10-Oct-23,0,1,1,20,Voltage Change,Y,Payment processed successfully
16031,10562,,53456624682,FAILED,ECHECK_NOT_SUPPORTED,Discover,XXXX2296,10796.97,3209.44,3882.34,3705.19,0TG4B4,15-Jan-24 12.00.00 AM,Matthew Contreras,Chicago,FL,4,1,9630,Claire BESS,SUB,UPG,SOL,MD,188.2,230,14-Jan-24,0,1,1,1,Capacity Update,,ERCOT accepted
16032,12669,749,80666364988,SUCCESS,AUTHORIZED,MasterCard,XXXX5457,30814.85,17180.74,4643.89,8990.22,A8NGYP,30-Apr-25 12.00.00 AM,Taylor Ramsey,Miami,TX,5,15,13905,PowerSync,SUB,UPG,SOL,MD,236.37,115,26-Apr-25,1,1,1,4,Ownership Change,Y,Bank verification pending
16033,16775,,82270648187,SUCCESS,AUTHORIZED,AmericanExpress,XXXX5114,12333.15,4221.69,2308.28,5803.18,KT0LJI,25-May-26 12.00.00 AM,Veronica Abbott,Austin,WA,2,12,13852,SolarEdge,SUB,UPG,SOL,SM,320.51,115,31-Mar-26,0,1,0,55,Capacity Update,,Payment processed successfully
16034,18642,,82093804597,SUCCESS,AUTHORIZED,Discover,XXXX5725,13910.96,7298.21,5534.4,1078.35,YZPFH4,07-Jan-25 12.00.00 AM,Donna Andrews,Miami,TX,5,6,9927,EnergyPlus,APR,NS,BIO,MD,71.66,230,28-Dec-24,1,1,0,10,Voltage Change,,
16035,16081,741,41705051881,SUCCESS,AUTHORIZED,AmericanExpress,XXXX1164,28706.03,8287.12,3206.52,17212.39,PLD451,21-Jan-25 12.00.00 AM,Karen Fox,Dallas,CA,2,13,14746,GreenGrid,PLN,UPG,SOL,SM,33.7,69,13-Dec-24,1,0,1,39,Ownership Change,Y,Retry required
16036,19936,454,55030342745,FAILED,CARD_EXPIRED,MasterCard,XXXX4368,23293.08,13382.37,10431.67,-520.96,141ROB,25-Jan-25 12.00.00 AM,Thomas Hopkins,Chicago,IL,4,11,10108,PowerSync,SUB,NS,WND,SM,68.39,138,22-Dec-24,1,1,0,34,,Y,Bank verification pending
16037,9127,,68329818362,SUCCESS,AUTHORIZED,AmericanExpress,XXXX6630,25498.33,12713.68,3684.32,9100.33,Q1EH81,26-Feb-26 12.00.00 AM,Kimberly Brown,Miami,FL,4,13,10106,GreenGrid,APR,UPG,WND,SM,225.39,69,10-Feb-26,0,1,0,16,,N,ERCOT accepted
16038,10911,199,43539331071,SUCCESS,AUTHORIZED,Discover,XXXX7054,47166.76,10928.59,22429.6,13808.57,O5KQRL,21-May-25 12.00.00 AM,Alicia Brown,Chicago,CA,3,3,19388,PowerSync,SUB,NS,BIO,MD,332.35,115,12-May-25,1,1,1,9,Capacity Update,Y,Retry required
16039,17852,462,50453425761,SUCCESS,AUTHORIZED,MasterCard,XXXX3058,32524.59,14205.77,3558.06,14760.76,AIS80H,16-Apr-26 12.00.00 AM,Jason Hall,Seattle,GA,4,16,14175,BatteryMax,SUB,UPG,BAT,SM,78.54,115,04-Mar-26,1,0,0,43,Capacity Update,Y,Retry required
16040,16490,,73830854900,FAILED,INVALID_ACCOUNT,eCheck,XXXX8744,30690.76,17074.05,13402.73,213.98,GZ83U8,29-Jun-24 12.00.00 AM,Jacob Turner,Houston,NY,4,17,17643,ERCOT Solar,PLN,UPG,SOL,SM,233.39,115,15-May-24,0,1,1,45,,Y,Payment processed successfully
16041,14520,186,58979431251,SUCCESS,AUTHORIZED,Discover,XXXX2450,12017.6,6316.33,4986.47,714.8,6481FV,18-Feb-25 12.00.00 AM,Regina Wise,Chicago,IL,1,6,19698,ERCOT Solar,PLN,NS,BAT,SM,124.82,138,30-Jan-25,1,0,1,19,Ownership Change,Y,Retry required
16042,13919,,78595803235,SUCCESS,AUTHORIZED,Discover,XXXX7681,12979.25,3367.84,4204.05,5407.36,WBCRYQ,07-Jan-26 12.00.00 AM,Nicholas Olson,Moab,TX,0,0,9881,SolarEdge,APR,UPG,BIO,SM,86.69,138,03-Dec-25,1,1,1,35,Ownership Change,,Payment processed successfully
16043,10810,,61252434862,FAILED,ECHECK_NOT_SUPPORTED,eCheck,XXXX3102,28930.65,11543.88,7146.7,10240.07,EA53JL,26-Jun-23 12.00.00 AM,Amanda Vazquez,Austin,IL,3,1,12889,GreenGrid,PLN,NS,BIO,LG,448.1,345,22-May-23,0,1,1,35,Voltage Change,N,Bank verification pending
16044,17146,438,52761946127,FAILED,ECHECK_NOT_SUPPORTED,eCheck,XXXX1319,20906.34,7339.7,2695.54,10871.1,I81SO9,29-Oct-25 12.00.00 AM,Cheryl Zuniga,Miami,UT,5,15,10361,Claire BESS,APR,NS,SOL,LG,170.07,115,11-Sep-25,0,0,1,48,Voltage Change,,Bank verification pending
16045,16351,,73421895183,SUCCESS,AUTHORIZED,Discover,XXXX8200,31534.05,16303.88,7852.46,7377.71,2DUQ3C,11-Aug-24 12.00.00 AM,Stephen Cain,Denver,GA,0,10,18910,GreenGrid,PLN,UPG,BIO,SM,154.69,69,03-Aug-24,1,1,1,8,Ownership Change,N,Retry required
16046,12931,847,40718887120,SUCCESS,AUTHORIZED,Visa,XXXX2540,16489.7,6286.68,8112.84,2090.18,PTNU31,08-May-23 12.00.00 AM,Jeffrey Lewis,Moab,IL,2,4,19599,SolarEdge,SUB,NS,SOL,SM,277.78,69,22-Mar-23,1,1,1,47,Voltage Change,N,Bank verification pending
16047,10487,604,49063420380,SUCCESS,AUTHORIZED,Visa,XXXX1883,10139.76,5352.19,3382.75,1404.82,ED6FG5,22-Jul-24 12.00.00 AM,Tonya Gonzalez,Austin,UT,1,14,13528,ERCOT Solar,SUB,NS,SOL,SM,196.92,230,20-Jun-24,0,1,0,32,Capacity Update,N,Payment processed successfully
16048,17143,945,56299625806,SUCCESS,AUTHORIZED,Visa,XXXX5868,3452.66,1073.71,1528.16,850.79,HDNN77,03-Mar-24 12.00.00 AM,Sandra Walker,Moab,FL,1,19,18089,BatteryMax,SUB,NS,WND,LG,294.05,345,10-Jan-24,0,1,1,53,Capacity Update,,
16049,18364,927,46455012688,FAILED,NETWORK_TIMEOUT,Visa,XXXX9702,37596.73,11932.46,4326.05,21338.22,GAS06O,06-Jun-25 12.00.00 AM,Robert Ford,Seattle,NY,4,6,12544,ERCOT Solar,SUB,UPG,SOL,LG,474.88,69,30-May-25,0,1,1,7,Voltage Change,N,Bank verification pending
16050,16025,373,73399713270,SUCCESS,AUTHORIZED,eCheck,XXXX6961,25003.9,8640.97,6390.3,9972.63,O8VXAP,24-Apr-24 12.00.00 AM,Stephanie Butler,Chicago,NY,5,8,16442,Claire BESS,PLN,NS,WND,MD,342.83,138,01-Apr-24,1,0,1,23,Ownership Change,Y,
16051,16501,,89846324340,SUCCESS,AUTHORIZED,Discover,XXXX1210,31390.3,7120.29,15009.01,9261.0,4DLD4E,10-Nov-23 12.00.00 AM,John Hammond,Moab,GA,2,11,10132,EnergyPlus,PLN,NS,BIO,LG,466.85,69,20-Oct-23,0,0,1,21,,Y,Retry required
16052,11665,379,60206513703,FAILED,INSUFFICIENT_FUNDS,eCheck,XXXX4273,6452.98,2453.6,759.02,3240.36,6P7GBC,16-May-25 12.00.00 AM,Stacey Frank,Dallas,WA,5,11,12464,PowerSync,SUB,NS,SOL,SM,402.18,230,02-May-25,0,0,0,14,Voltage Change,Y,ERCOT accepted
16053,17742,438,46399674730,SUCCESS,AUTHORIZED,Discover,XXXX2442,26694.5,9899.41,10828.19,5966.9,IR6GOK,27-Aug-23 12.00.00 AM,Joseph Powers,Miami,UT,2,2,17444,WindFlow,PLN,NS,BAT,LG,37.22,230,28-Jun-23,1,0,0,60,Voltage Change,,ERCOT accepted
16054,17904,968,48476641842,SUCCESS,AUTHORIZED,Visa,XXXX8129,31255.93,6812.46,12725.71,11717.76,B5WR1L,08-Sep-24 12.00.00 AM,Mark Douglas,Denver,WA,4,5,15279,Claire BESS,PLN,UPG,WND,SM,228.68,115,05-Aug-24,1,0,1,34,Voltage Change,N,ERCOT accepted
16055,16484,470,46070515130,FAILED,CARD_EXPIRED,Visa,XXXX2008,46472.47,13975.62,12319.56,20177.29,VUJ271,29-Jun-25 12.00.00 AM,Danielle Gordon,Dallas,IL,1,19,13735,SolarEdge,SUB,NS,BAT,LG,361.92,230,19-May-25,1,0,0,41,Ownership Change,Y,
